steam chart urls
https://steamcharts.com/app/205100
https://steamcharts.com/app/207610
https://steamcharts.com/app/49520
https://steamcharts.com/app/200510
https://steamcharts.com/app/220240
https://steamcharts.com/app/8870
https://steamcharts.com/app/206420
https://steamcharts.com/app/203160
https://steamcharts.com/app/242050
https://steamcharts.com/app/43160
https://steamcharts.com/app/236430
https://steamcharts.com/app/213670
https://steamcharts.com/app/241930
https://steamcharts.com/app/201810
https://steamcharts.com/app/298110
https://steamcharts.com/app/271590
https://steamcharts.com/app/292030
https://steamcharts.com/app/287700
https://steamcharts.com/app/377160
https://steamcharts.com/app/335300
https://steamcharts.com/app/374320
https://steamcharts.com/app/268500
https://steamcharts.com/app/289070
https://steamcharts.com/app/391220
https://steamcharts.com/app/403640
https://steamcharts.com/app/515220
https://steamcharts.com/app/627270
https://steamcharts.com/app/612880
https://steamcharts.com/app/578080
https://steamcharts.com/app/485510
https://steamcharts.com/app/582010
https://steamcharts.com/app/638970
https://steamcharts.com/app/812140
https://steamcharts.com/app/552520
https://steamcharts.com/app/750920
https://steamcharts.com/app/1174180
https://steamcharts.com/app/883710
https://steamcharts.com/app/601150
https://steamcharts.com/app/814380
https://steamcharts.com/app/779340
https://steamcharts.com/app/546560
https://steamcharts.com/app/782330
https://steamcharts.com/app/1091500
https://steamcharts.com/app/1030840
https://steamcharts.com/app/882100
https://steamcharts.com/app/1551360
https://steamcharts.com/app/1252330
https://steamcharts.com/app/1325200
https://steamcharts.com/app/740130
https://steamcharts.com/app/1196590
